paragraph|author
--Mais, nom de Dieu! s'écria Maheu, furieux d'être tiré de son accablement, qu'est-ce que c'est encore que tous ces potins? Est-ce qu'on n'a pas assez de ses misères? Fous-moi la paix ou je tape!... Et, d'abord, qui a dit que ma femme l'avait dit?|Zola
--Cinq cent cinquante-quatre mètres, répondit l'homme.  Mais il y a quatre accrochages au-dessus, le premier à trois cent vingt.|Zola
Mais la cuisinière, qui montait du sous-sol, exaspérée, les retint dans le vestibule quelques minutes encore.  Elle déclara qu'elle n'acceptait plus la responsabilité du dîner, car elle attendait, de chez le pâtissier de Marchiennes, des croûtes de vol-au-vent, qu'elle avait demandées pour quatre heures.  Évidemment, le pâtissier s'était égaré en chemin, pris de la peur de ces bandits.  Peut-être même avait-on pillé ses mannes.  Elle voyait les vol-au-vent bloqués derrière un buisson, assiégés, gonflant les ventres des trois mille misérables qui demandaient du pain.  En tout cas, Monsieur était prévenu, elle préférait flanquer son dîner au feu, si elle le ratait, à cause de la révolution.|Zola
La clameur recommença.  Étienne goûtait l'ivresse de sa popularité. C'était son pouvoir qu'il tenait, comme matérialisé, dans ces trois mille poitrines dont il faisait d'un mot battre les coeurs. Souvarine, s'il avait daigné venir, aurait applaudi ses idées à mesure qu'il les aurait reconnues, content des progrès anarchiques de son élève, satisfait du programme, sauf l'article sur l'instruction, un reste de niaiserie sentimentale, car la sainte et salutaire ignorance devait être le bain où se retremperaient les hommes.  Quant à Rasseneur, il haussait les épaules de dédain et de colère.|Zola
Dès ce moment, la lutte continua entre M. Hennebeau et lui, comme si les autres mineurs n'avaient plus été là.|Zola
Mais alors le feu de peloton balayait le terrain, fauchait à cent pas les groupes de curieux qui riaient de la bataille.  Une balle entra dans la bouche de Mouquet, le renversa, fracassé, aux pieds de Zacharie et de Philomène, dont les deux mioches furent couverts de gouttes rouges.  Au même instant, la Mouquette recevait deux balles dans le ventre.  Elle avait vu les soldats épauler, elle s'était jetée, d'un mouvement instinctif de bonne fille, devant Catherine, en lui criant de prendre garde; et elle poussa un grand cri, elle s'étala sur les reins, culbutée par la secousse.  Étienne accourut, voulut la relever, l'emporter; mais, d'un geste, elle disait qu'elle était finie.  Puis, elle hoqueta, sans cesser de leur sourire à l'un et à l'autre, comme si elle était heureuse de les voir ensemble, maintenant qu'elle s'en allait.|Zola
En bas, il y avait d'abord Zacharie; Levaque et Chaval s'étageaient au-dessus; et, tout en haut enfin, était Maheu.  Chacun havait le lit de schiste, qu'il creusait à coups de rivelaine; puis, il pratiquait deux entailles verticales dans la couche, et il détachait le bloc, en enfonçant un coin de fer, à la partie supérieure.  La houille était grasse, le bloc se brisait, roulait en morceaux le long du ventre et des cuisses.  Quand ces morceaux, retenus par la planche, s'étaient amassés sous eux, les haveurs disparaissaient, murés dans l'étroite fente.|Zola
Bébert et Lydie s'étaient affaissés l'un sur l'autre, aux trois premiers coups, la petite frappée à la face, le petit troué au-dessous de l'épaule gauche.  Elle, foudroyée, ne bougeait plus.  Mais lui, remuait, la saisissait à pleins bras, dans les convulsions de l'agonie, comme s'il eût voulu la reprendre, ainsi qu'il l'avait prise, au fond de la cachette noire, où ils venaient de passer leur nuit dernière.  Et Jeanlin, justement, qui accourait enfin de Réquillart, bouffi de sommeil, gambillant au milieu de la fumée, le regarda étreindre sa petite femme, et mourir.|Zola
Vers neuf heures, bien qu'il eût reçu l'ordre de renvoyer tout le monde, Hippolyte se permit d'annoncer Dansaert, qui apportait des nouvelles.  Le directeur apprit seulement alors la réunion tenue la veille, dans la forêt; et les détails étaient d'une telle netteté, qu'il l'écoutait en songeant aux amours avec la Pierronne, si connus, que deux ou trois lettres anonymes par semaine dénonçaient les débordements du maître-porion: évidemment, le mari avait causé, cette police-là sentait le traversin.  Il saisit même l'occasion, il laissa entendre qu'il savait tout, et se contenta de recommander la prudence, dans la crainte d'un scandale.  Effaré de ces reproches, au travers de son rapport, Dansaert niait, bégayait des excuses, tandis que son grand nez avouait le crime, par sa rougeur subite.  Du reste, il n'insista pas, heureux d'en être quitte à si bon compte; car, d'ordinaire, le directeur se montrait d'une sévérité implacable d'homme pur, dès qu'un employé se passait le régal d'une jolie fille, dans une fosse.  L'entretien continua sur la grève, cette réunion de la forêt n'était encore qu'une fanfaronnade de braillards, rien ne menaçait sérieusement.  En tout cas, les corons ne bougeraient sûrement pas de quelques jours, sous l'impression de peur respectueuse que la promenade militaire du matin devait avoir produite.|Zola
Depuis le jeudi, Maheu retournait à la fosse, et l'on était au dimanche.  Le soir, Étienne causa de la date prochaine du 1er décembre, préoccupé de savoir si la Compagnie exécuterait sa menace. On veilla jusqu'à dix heures, en attendant Catherine, qui devait s'attarder avec Chaval.  Mais elle ne rentra pas.  La Maheude ferma furieusement la porte au verrou, sans une parole.  Étienne fut long à s'endormir, inquiet de ce lit vide, où Alzire tenait si peu de place.|Zola
Elle arrivait chez Maigrat, elle était tout émotionnée.  Maigrat habitait à côté même du directeur, un simple mur séparait l'hôtel de sa petite maison; et il avait là un entrepôt, un long bâtiment qui s'ouvrait sur la route en une boutique sans devanture.  Il y tenait de tout, de l'épicerie, de la charcuterie, de la fruiterie, y vendait du pain, de la bière, des casseroles.  Ancien surveillant au Voreux, il avait débuté par une étroite cantine; puis, grâce à la protection de ses chefs, son commerce s'était élargi, tuant peu à peu le détail de Montsou.  Il centralisait les marchandises, la clientèle considérable des corons lui permettait de vendre moins cher et de faire des crédits plus grands.  D'ailleurs, il était resté dans la main de la Compagnie, qui lui avait bâti sa petite maison et son magasin.|Zola
Souvent, il arrivait ainsi, à la nuit noire.  Les Maheu, dès le second jour, avaient appris sa retraite.  Mais ils gardaient le secret, personne dans le coron ne savait au juste ce qu'était devenu le jeune homme.  Cela l'entourait d'une légende.  On continuait à croire en lui, des bruits mystérieux couraient: il allait reparaître avec une armée, avec des caisses pleines d'or; et c'était toujours l'attente religieuse d'un miracle, l'idéal réalisé, l'entrée brusque dans la cité de justice qu'il leur avait promise.  Les uns disaient l'avoir vu au fond d'une calèche, en compagnie de trois messieurs, sur la route de Marchiennes; d'autres affirmaient qu'il était encore pour deux jours en Angleterre.  A la longue, cependant, la méfiance commençait, des farceurs l'accusaient de se cacher dans une cave, où la Mouquette lui tenait chaud; car cette liaison connue lui avait fait du tort. C'était, au milieu de sa popularité, une lente désaffection, la sourde poussée des convaincus pris de désespoir, et dont le nombre, peu à peu, devait grossir.|Zola
Cette plaisanterie les secoua d'une gaieté terrible.  Elles se montraient le lambeau sanglant, comme une bête mauvaise, dont chacune avait eu à souffrir, et qu'elles venaient d'écraser enfin, qu'elles voyaient là, inerte, en leur pouvoir.  Elles crachaient dessus, elles avançaient leurs mâchoires, en répétant, dans un furieux éclat de mépris:|Zola
Les rires recommencèrent, mais plus discrets.  Chaque convive se mettait à l'aise, dans cette salle tendue de tapisseries flamandes, meublée de vieux bahuts de chêne.  Des pièces d'argenterie luisaient derrière les vitraux des crédences; et il y avait une grande suspension en cuivre rouge, dont les rondeurs polies reflétaient un palmier et un aspidistra, verdissant dans des pots de majolique. Dehors, la journée de décembre était glacée par une aigre bise du nord-est.  Mais pas un souffle n'entrait, il faisait là une tiédeur de serre, qui développait l'odeur fine d'un ananas, coupé au fond d'une jatte de cristal.|Zola
--Oh! la soupe! dit la Maheude d'un air de fatigue, il faudrait aller cueillir de l'oseille et arracher des poireaux...  Non, j'en ferai ensuite pour les hommes...  Mets bouillir des pommes de terre, nous les mangerons avec un peu de beurre...  Et du café, hein? n'oublie pas le café!|Zola
--Seulement, continua-t-elle très bas, je voudrais bien que tu fusses plus gentil...  Oui, on est si content, quand on s'aime un peu.|Zola
--Sois donc franc! tu te fiches de l'Internationale, tu brûles seulement d'être à notre tête, de faire le monsieur en correspondant avec le fameux Conseil fédéral du Nord!|Zola
Étienne alla jusqu'à la porte, remerciant le mineur qui partait; mais celui-ci hochait la tête, sans ajouter un mot, et le jeune homme le regarda monter péniblement le chemin du coron.  Madame Rasseneur, en train de servir des clients, venait de le prier d'attendre une minute, pour qu'elle le conduisît à sa chambre, où il se débarbouillerait. Devait-il rester? Une hésitation l'avait repris, un malaise qui lui faisait regretter la liberté des grandes routes, la faim au soleil, soufferte avec la joie d'être son maître.  Il lui semblait qu'il avait vécu là des années, depuis son arrivée sur le terri, au milieu des bourrasques, jusqu'aux heures passées sous la terre, à plat ventre dans les galeries noires.  Et il lui répugnait de recommencer, c'était injuste et trop dur, son orgueil d'homme se révoltait, à l'idée d'être une bête qu'on aveugle et qu'on écrase.|Zola
--Nom de Dieu! qu'est-ce que tu fous là? cria Chaval à Catherine qui attendait son tour.  Veux-tu bien descendre et ne pas flâner!|Zola
--Tu sais, je n'aime pas ces injustices.  Ça m'ôte l'appétit, quand ils sont là, autour de moi, à mendier un morceau.|Zola
--Mon Dieu! c'est vrai, la chambre qui n'est pas faite! Aussi Rose est sortie en me lâchant tout le ménage sur le dos!|Zola
--Faut pas t'habituer à bavarder, fichu paresseux!...  Si monsieur Hennebeau savait à quoi tu perds le temps!|Zola
Dehors, le vent s'était brusquement calmé, un froid humide tombait du ciel gris.  Les charbonniers gonflèrent les épaules, croisèrent les bras et partirent, débandés, avec un roulis des reins qui faisait saillir leurs gros os, sous la toile mince des vêtements.  Au grand jour, ils passaient comme une bande de nègres culbutés dans de la vase.  Quelques-uns n'avaient pas fini leur briquet; et ce reste de pain, rapporté entre la chemise et la veste, les rendait bossus.|Zola
Maheu donna un dernier coup, et une ouverture se fit, on communiqua avec les hommes qui déblayaient l'éboulement, de l'autre côté.  Ils crièrent, ils venaient de trouver Jeanlin évanoui, les deux jambes brisées, respirant encore.  Ce fut le père qui apporta le petit dans ses bras; et, les mâchoires serrées, il ne lâchait toujours que des nom de Dieu! pour dire sa douleur; tandis que Catherine et les autres femmes s'étaient remises à hurler.|Zola
Les mineurs se tournèrent, cherchèrent des sièges du regard. Quelques-uns se risquèrent sur les chaises; tandis que les autres, inquiétés par les soies brodées, préféraient se tenir debout.|Zola
Bientôt, Chaval s'épuisa, inondé de sueur, tapant au hasard.  Malgré sa colère, Étienne continuait à se couvrir, parait presque tous les coups, dont quelques-uns l'éraflaient.  Il eut l'oreille fendue, un ongle lui emporta un lambeau du cou, et dans une telle cuisson, qu'il jura à son tour, en lançant un de ses terribles coups droits.  Une fois encore, Chaval gara sa poitrine d'un saut; mais il s'était baissé, le poing l'atteignit au visage, écrasa le nez, enfonça un oeil.  Tout de suite, un jet de sang partit des narines, l'oeil enfla, se tuméfia, bleuâtre.  Et le misérable, aveuglé par ce flot rouge, étourdi de l'ébranlement de son crâne, battait l'air de ses bras égarés, lorsqu'un autre coup, en pleine poitrine enfin, l'acheva.  Il y eut un craquement, il tomba sur le dos, de la chute lourde d'un sac de plâtre qu'on décharge.|Zola
Il leva la tête, toujours muet.  Rien à la Piolaine, rien chez Maigrat: alors, quoi? Mais, comme à l'ordinaire, elle venait de retrousser ses manches, pour lui laver le dos et les parties qu'il lui était mal commode d'atteindre.  D'ailleurs, il aimait qu'elle le savonnât, qu'elle le frottât partout, à se casser les poignets.  Elle prit du savon, elle lui laboura les épaules, tandis qu'il se raidissait, afin de tenir le coup.|Zola
--C'est un cadeau de Lydie, répondit Jeanlin, qui négligea d'ajouter que Lydie l'avait volé, sur son ordre, à un camelot de Montsou, devant le débit de la Tête-Coupée.|Zola
Étienne, machinalement, les avait suivis de loin, sans comprendre, croyant à un simple rendez-vous.  Les filles étaient précoces, aux fosses; et il se rappelait les ouvrières de Lille, qu'il attendait derrière les fabriques, ces bandes de filles gâtées dès quatorze ans, dans les abandons de la misère.  Mais une autre rencontre le surprit davantage.  Il s'arrêta.|Zola
Bonnemort la regardait de ses yeux éteints, sans comprendre.  Il restait des heures le regard fixe, il n'avait plus que l'intelligence de cracher dans un plat rempli de cendre, qu'on mettait à côté de lui, par propreté.|Zola
La rue redevint déserte, pas une ombre ne tachait la blancheur nue de la neige; et le coron, retombé à son immobilité de mort, crevait de faim sous le froid intense.|Zola
Et comme il tournait le dos, après avoir dit oui, d'un signe de tête, les deux hommes se décidèrent à entrer aux Chantiers.|Zola
La veuve Désir leur proposa de déjeuner.  Ils acceptèrent, ils passèrent dans la salle du cabaret, qu'une cloison mobile séparait du bal, pendant la semaine.  Lorsqu'ils eurent fini leur omelette et leur fromage, le machineur voulut partir; et, comme l'autre le retenait:|Zola
--Dès que nous saurons les noms, nous les ferons connaître.  Mais rien n'est perdu, tout le monde sera sauvé...  Je descends.|Zola
Une obsession des mouchards les hantait, même à cette profondeur, comme si la houille des actionnaires, encore dans la veine, avait eu des oreilles.|Zola
--Oh! adhérer, murmura le cabaretier, ce n'est pas fait...  Il faudra les décider à payer la cotisation.|Zola
C'était fort sage.  Il se montrait toujours pour les revendications raisonnables.  Même, depuis la rapide popularité de son ancien locataire, il outrait ce système du progrès possible, disant qu'on n'obtenait rien, lorsqu'on voulait tout avoir d'un coup.  Dans sa bonhomie d'homme gras, nourri de bière, montait une jalousie secrète, aggravée par la désertion de son débit, où les ouvriers du Voreux entraient moins boire et l'écouter; et il en arrivait ainsi parfois à défendre la Compagnie, oubliant sa rancune d'ancien mineur congédié.|Zola
--Oh! adhérer, murmura le cabaretier, ce n'est pas fait...  Il faudra les décider à payer la cotisation.|Zola
--Il en est, que l'association en question marche très bien.  On adhère de tous les côtés, paraît-il.|Zola
Des éboulements retentissaient à chaque instant.  La mine entière était ébranlée, d'entrailles trop grêles, éclatant de la coulée énorme qui la gorgeait.  Au bout des galeries, l'air refoulé s'amassait, se comprimait, partait en explosions formidables, parmi les roches fendues et les terrains bouleversés.  C'était le terrifiant vacarme des cataclysmes intérieurs, un coin de la bataille ancienne, lorsque les déluges retournaient la terre, en abîmant les montagnes sous les plaines.|Zola
Chaval se releva, essuya d'un revers de main le sang qui continuait à lui couler du nez; et, la mâchoire barbouillée de rouge, l'oeil meurtri, il s'en alla en traînant les jambes, dans la rage de sa défaite.  Machinalement, Catherine le suivit.  Alors, il se redressa, sa haine éclata en un flot d'ordures.|Zola
Alors, en deux minutes, Jean-Bart se vida.  Jeanlin, qui avait trouvé une corne d'appel, soufflait, poussait des sons rauques, comme s'il avait rassemblé des boeufs.  Les femmes, la Brûlé, la Levaque, la Mouquette relevaient leurs jupes pour courir; tandis que Levaque, une hache à la main, la manoeuvrait ainsi qu'une canne de tambour-major. D'autres camarades arrivaient toujours, on était près de mille, sans ordre, coulant de nouveau sur la route en un torrent débordé.  La voie de sortie était trop étroite, des palissades furent rompues.|Zola
Madame Hennebeau, alarmée en voyant la mère et la fille blanches de peur, elles aussi, se hâta d'intervenir, en disant:|Zola
Ses paroles tombaient comme des coups de hache, dans la nuit. L'horizon fermé n'avait pas voulu s'ouvrir, l'idéal impossible tournait en poison, au fond de ce crâne fêlé par la douleur.|Zola
--Écoute, finit par dire Jeanne en se pendant à son cou, tu vas boire un petit verre de rhum et manger deux biscuits; ou je reste comme ça, tu es obligé de m'emporter avec toi.|Zola
--C'est très bien, ce que vous racontez là, monsieur le curé, dit-elle.  Mais c'est donc que vous ne vous accordez plus avec les bourgeois...  Tous nos autres curés dînaient à la Direction, et nous menaçaient du diable, dès que nous demandions du pain.|Zola
En bas, Négrel tapa lui-même trois coups, largement espacés; puis, il appliqua son oreille contre le charbon, en recommandant aux ouvriers le plus grand silence.  Pas un bruit ne lui arriva, il hocha la tête: évidemment, le pauvre garçon avait rêvé.  Furieux, Zacharie tapa à son tour; et lui entendait de nouveau, ses yeux brillaient, un tremblement de joie agitait ses membres.  Alors, les autres ouvriers recommencèrent l'expérience, les uns après les autres: tous s'animaient, percevaient très bien la lointaine réponse.  Ce fut un étonnement pour l'ingénieur, il colla encore son oreille, il finit par saisir un bruit d'une légèreté aérienne, un roulement rythmé à peine distinct, la cadence connue du rappel des mineurs, qu'ils battent contre la houille, dans le danger.  La houille transmet les sons avec une limpidité de cristal, très loin.  Un porion qui se trouvait là, n'estimait pas à moins de cinquante mètres le bloc dont l'épaisseur les séparait des camarades.  Mais il semblait qu'on pût déjà leur tendre la main, une allégresse éclatait.  Négrel dut commencer à l'instant les travaux d'approche.|Zola
Et la famille partait de là, chacun disait son mot, pendant que le pétrole de la lampe viciait l'air de la salle, déjà empuantie d'oignon frit.  Non, sûrement, la vie n'était pas drôle.  On travaillait en vraies brutes à un travail qui était la punition des galériens autrefois, on y laissait la peau plus souvent qu'à son tour, tout ça pour ne pas même avoir de la viande sur sa table, le soir.  Sans doute on avait sa pâtée quand même, on mangeait, mais si peu, juste de quoi souffrir sans crever, écrasé de dettes, poursuivi comme si l'on volait son pain.  Quand arrivait le dimanche, on dormait de fatigue.  Les seuls plaisirs, c'était de se saouler ou de faire un enfant à sa femme; encore la bière vous engraissait trop le ventre, et l'enfant, plus tard, se foutait de vous.  Non, non, ça n'avait rien de drôle.|Zola
Un roulement de berlines, sur les tréteaux, fit dresser les oreilles du gros cheval jaune.  En bas, la cage devait être réparée, les moulineurs avaient repris leur besogne.  Pendant qu'il attelait sa bête, pour redescendre, le charretier ajouta doucement, en s'adressant à elle:|Zola
Et le mariage de Paul et de Cécile fit certainement un pas sérieux, dans cette sympathie du dessert.  Sa tante lui avait jeté des regards si pressants, que le jeune homme se montrait aimable, reconquérant de son air câlin les Grégoire atterrés par ses histoires de pillage.  Un instant, M.  Hennebeau, devant l'entente si étroite de sa femme et de son neveu, sentit se réveiller l'abominable soupçon, comme s'il avait surpris un attouchement, dans les coups d'oeil échangés.  Mais, de nouveau, l'idée de ce mariage, fait là, devant lui, le rassura.|Zola
--Maintenant, reprit-il d'une voix lente, ce n'est pas avec trente sous que je pourrai lui faire des cadeaux...  Elle va crever de misère, c'est sûr.|Zola
Celle-ci, Crèvecoeur, ne se trouvait qu'à cinq cents mètres de Madeleine.  Là, également, la bande tomba au milieu de la sortie.  Une herscheuse y fut prise et fouettée par les femmes, la culotte fendue, les fesses à l'air, devant les hommes qui riaient.  Les galibots recevaient des gifles, des haveurs se sauvèrent, les côtes bleues de coups, le nez en sang.  Et, dans cette férocité croissante, dans cet ancien besoin de revanche dont la folie détraquait toutes les têtes, les cris continuaient, s'étranglaient, la mort des traîtres, la haine du travail mal payé, le rugissement du ventre voulant du pain.  On se mit à couper les câbles, mais la lime ne mordait pas, c'était trop long, maintenant qu'on avait la fièvre d'aller en avant, toujours en avant.  Aux chaudières, un robinet fut cassé; tandis que l'eau, jetée à pleins seaux dans les foyers, faisait éclater les grilles de fonte.|Zola
--Laisse-les, maman.  Si c'est pour moi, tu sais que ça m'est égal, la brioche.  Ils avaient faim, d'être allés si loin à pied.|Zola
Étienne, alors, s'égaya.  C'était en effet autour de lui que tournait la herscheuse.  Et il disait non, amusé pourtant, mais sans avoir la moindre envie d'elle.  Quelques minutes encore, elle resta plantée derrière la haie, le regardant de ses grands yeux fixes; puis, elle s'en alla avec lenteur, le visage brusquement sérieux, comme accablée par le lourd soleil.|Zola
On changea d'entretien.  Cécile revint sur ses cousines, dont les goûts la préoccupaient, tout en la choquant.  Madame Grégoire promit de mener sa fille voir ces chères petites, dès le premier jour de soleil.  Cependant, M. Grégoire, l'air distrait, n'était pas à la conversation.  Il ajouta tout haut:|Zola
Tandis qu'il parlait, des morceaux de houille enflammés, qui, par moments, tombaient de la corbeille, allumaient sa face blême d'un reflet sanglant.|Zola
Tous n'en restaient pas moins aigris, agités d'un besoin de querelle. Comme ils passaient à la lampisterie rendre leurs lampes, Levaque s'empoigna avec le lampiste, qu'il accusait de mal nettoyer la sienne. Ils ne se détendirent un peu que dans la baraque, où le feu brûlait toujours.  Même on avait dû trop le charger, car le poêle était rouge, la vaste pièce sans fenêtre semblait en flammes, tellement les reflets du brasier saignaient sur les murs.  Et ce furent des grognements de joie, tous les dos se rôtissaient à distance, fumaient ainsi que des soupes.  Quand les reins brûlaient, on se cuisait le ventre.  La Mouquette, tranquillement, avait rabattu sa culotte pour sécher sa chemise.  Des garçons blaguaient, on éclata de rire, parce qu'elle leur montra tout à coup son derrière, ce qui était chez elle l'extrême expression du dédain.|Zola
Étienne, qui regardait fixement les dalles, leva la tête et murmura, les yeux perdus dans une vision d'avenir:|Zola
--Il faut pourtant que nous rentrions, le dîner nous attend, dit madame Hennebeau, hors d'elle, exaspérée par la peur.  Ces sales ouvriers ont encore choisi un jour où j'ai du monde.  Allez donc faire du bien à ça!|Zola
Mais Étienne s'enflammait.  Toute une prédisposition de révolte le jetait à la lutte du travail contre le capital, dans les illusions premières de son ignorance.  C'était de l'Association internationale des travailleurs qu'il s'agissait, de cette fameuse Internationale qui venait de se créer à Londres.  N'y avait-il pas là un effort superbe, une campagne où la justice allait enfin triompher? Plus de frontières, les travailleurs du monde entier se levant, s'unissant, pour assurer à l'ouvrier le pain qu'il gagne.  Et quelle organisation simple et grande: en bas, la section, qui représente la commune; puis, la fédération, qui groupe les sections d'une même province; puis, la nation, et au-dessus, enfin, l'humanité, incarnée dans un Conseil général, où chaque nation était représentée par un secrétaire correspondant.  Avant six mois, on aurait conquis la terre, on dicterait des lois aux patrons, s'ils faisaient les méchants.|Zola
Depuis quelques jours, Étienne était perplexe.  Pluchart écrivait lettre sur lettre, en offrant de se rendre à Montsou, pour chauffer le zèle des grévistes.  Il s'agissait d'organiser une réunion privée, que le mécanicien présiderait; et il y avait, sous ce projet, l'idée d'exploiter la grève, de gagner à l'Internationale les mineurs, qui, jusque-là, s'étaient montrés méfiants.  Étienne redoutait du tapage, mais il aurait cependant laissé venir Pluchart, si Rasseneur n'avait blâmé violemment cette intervention.  Malgré sa puissance, le jeune homme devait compter avec le cabaretier, dont les services étaient plus anciens, et qui gardait des fidèles parmi ses clients.  Aussi hésitait-il encore, ne sachant que répondre.|Zola
Et, en effet, la colère, la faim, ces deux mois de souffrance et cette débandade enragée au travers des fosses, avaient allongé en mâchoires de bêtes fauves les faces placides des houilleurs de Montsou.  A ce moment, le soleil se couchait, les derniers rayons, d'un pourpre sombre, ensanglantaient la plaine.  Alors, la route sembla charrier du sang, les femmes, les hommes continuaient à galoper, saignants comme des bouchers en pleine tuerie.|Zola
La bande entra et alla droit à la baraque, vaste salle grossièrement crépie, entourée d'armoires que fermaient des cadenas.  Au centre, une cheminée de fer, une sorte de poêle sans porte, était rouge, si bourrée de houille incandescente, que des morceaux craquaient et déboulaient sur la terre battue du sol.  La salle ne se trouvait éclairée que par ce brasier, dont les reflets sanglants dansaient le long des boiseries crasseuses, jusqu'au plafond sali d'une poussière noire.|Zola
--Sans doute, ils n'ont pas de malice au fond.  Lorsqu'ils auront bien crié, ils iront souper avec plus d'appétit.|Zola
--Sois donc franc! tu te fiches de l'Internationale, tu brûles seulement d'être à notre tête, de faire le monsieur en correspondant avec le fameux Conseil fédéral du Nord!|Zola
--Alors, c'est toi qui as dit que je forçais mon logeur à me donner vingt sous, quand il couchait avec moi!|Zola
